Timestamp,Libor 1Y,JPY,EUR,SPX,VIX,1Y OIS,Positioning,lev Positioning,Signal
8/13/2019,1.872,0.9368,0.8952,2926.32,17.52,1.569,151861,-48755,5762699264
8/12/2019,1.813,0.94965,0.89185,2883.75,21.09,1.489,#N/A,#N/A,-4286808072
8/9/2019,1.864,0.9463,0.89285,2918.65,17.97,1.537,#N/A,#N/A,318700232.6
8/8/2019,1.829,0.94275,0.89445,2938.09,16.91,1.526,#N/A,#N/A,4211000891
8/7/2019,1.83,0.94095,0.89295,2883.98,19.49,1.502,#N/A,#N/A,-243457996.5
8/6/2019,1.848,0.9391,0.89285,2881.77,20.17,1.527,157654,-33795,4485301447
8/5/2019,1.828,0.9438,0.89265,2844.74,24.59,1.508,#N/A,#N/A,-7006419790
8/2/2019,1.961,0.93815,0.90015,2932.05,17.61,1.645,#N/A,#N/A,-1913958301
8/1/2019,1.998,0.93155,0.90215,2953.56,17.87,1.683,#N/A,#N/A,2214920778
7/31/2019,2.119,0.9195,0.90285,2980.38,16.12,1.812,#N/A,#N/A,-5091738503
7/30/2019,2.071,0.92075,0.89645,3013.18,13.94,1.763,181455,-42970,-1152451481
7/29/2019,2.067,0.91925,0.8973,3020.97,12.83,1.755,#N/A,#N/A,-492279427.1
7/26/2019,2.086,0.92015,0.89875,3025.86,12.16,1.769,#N/A,#N/A,2109838972
7/25/2019,2.065,0.9205,0.8971,3003.67,12.74,1.763,#N/A,#N/A,-1141624039
7/24/2019,2.054,0.92435,0.89765,3019.56,12.07,1.747,#N/A,#N/A,2911935139
7/23/2019,2.058,0.9239,0.89665,3005.47,12.61,1.764,181911,-41603,2584963273
7/22/2019,2.052,0.927,0.89205,2985.03,13.53,1.738,#N/A,#N/A,1974451557
7/19/2019,2.044,0.92835,0.8911,2976.61,14.45,1.74,#N/A,#N/A,-4143399402
7/18/2019,1.996,0.932,0.88675,2995.11,13.53,1.667,#N/A,#N/A,4076792758
7/17/2019,2.049,0.9264,0.89095,2984.42,13.97,1.747,#N/A,#N/A,-5489769005
7/16/2019,2.06,0.92385,0.89195,3004.04,12.86,1.784,194482,-53464,-2972228650
7/15/2019,2.048,0.92665,0.88825,3014.3,12.68,1.774,#N/A,#N/A,1540725637
7/12/2019,2.062,0.92675,0.88725,3013.77,12.39,1.788,#N/A,#N/A,1545517005
7/11/2019,2.077,0.9217,0.8886,2999.91,12.93,1.82,#N/A,#N/A,2612158264
7/10/2019,2.064,0.92195,0.88885,2993.07,13.03,1.798,#N/A,#N/A,3542550714
7/9/2019,2.118,0.91865,0.89225,2979.63,14.09,1.868,184361,-54210,3273082035
7/8/2019,2.102,0.91975,0.89175,2975.95,13.96,1.855,#N/A,#N/A,-1023545803
7/5/2019,2.099,0.92195,0.89085,2990.41,13.28,1.85,#N/A,#N/A,-1128779866
7/4/2019,2.018,0.92755,0.88615,#N/A,#N/A,#N/A,#N/A,#N/A,-325758562.2
7/3/2019,2.02,0.9274,0.8867,2995.82,12.57,1.766,#N/A,#N/A,3635770505
7/2/2019,2.027,0.92685,0.88615,2973.01,12.93,1.779,182650,-51080,1166866774
7/1/2019,2.057,0.92215,0.8861,2964.33,14.06,1.812,#N/A,#N/A,1584959090
6/28/2019,2.017,0.92685,0.87955,2941.76,15.08,1.764,#N/A,#N/A,3659447631
6/27/2019,1.996,0.9277,0.87955,2924.92,15.82,1.755,#N/A,#N/A,509659108.7
6/26/2019,2.018,0.92775,0.87955,2913.78,16.21,1.775,#N/A,#N/A,150875073.2
6/25/2019,1.961,0.93295,0.87985,2917.38,16.28,1.734,184598,-46411,-1546602134
6/24/2019,1.967,0.932,0.87725,2945.35,15.26,1.724,#N/A,#N/A,644854120.7
6/21/2019,2.011,0.93185,0.87965,2950.46,15.4,1.757,#N/A,#N/A,-2859170.753
6/20/2019,1.998,0.93195,0.8855,2954.18,14.75,1.755,#N/A,#N/A,4612170580
6/19/2019,1.999,0.92505,0.89075,2926.46,14.33,1.76,#N/A,#N/A,4121074843
6/18/2019,2.108,0.92205,0.89345,2917.75,15.15,1.873,162179,-42902,4160575559
6/17/2019,2.116,0.92115,0.8914,2889.67,15.35,1.873,#N/A,#N/A,-797267370
6/14/2019,2.082,0.9211,0.89215,2886.98,15.28,1.835,#N/A,#N/A,2440833779
6/13/2019,2.079,0.92265,0.88675,2891.64,15.82,1.827,#N/A,#N/A,5492309427
6/12/2019,2.148,0.9216,0.8858,2879.84,15.91,1.893,#N/A,#N/A,1453144222
6/11/2019,2.176,0.9215,0.8825,2885.72,15.99,1.928,161996,-37439,2015831403
6/10/2019,2.155,0.92215,0.8838,2886.73,15.94,1.907,#N/A,#N/A,527153621.7
6/7/2019,2.119,0.92425,0.88235,2873.34,16.3,1.864,#N/A,#N/A,925558715.3
6/6/2019,2.143,0.9224,0.88685,2843.49,15.93,1.919,#N/A,#N/A,161546167.7
6/5/2019,2.128,0.92195,0.89115,2826.15,16.09,1.887,#N/A,#N/A,1727140681
6/4/2019,2.148,0.92465,0.88875,2803.27,16.97,1.919,143473,-14324,5330654235
6/3/2019,2.145,0.9253,0.8896,2744.45,18.86,1.897,#N/A,#N/A,1023658553
5/31/2019,2.239,0.92355,0.8942,2752.06,18.71,2.005,#N/A,#N/A,-3620393263
5/30/2019,2.348,0.9123,0.89845,2788.86,17.3,2.119,#N/A,#N/A,285472705.7
5/29/2019,2.354,0.91245,0.8984,2783.02,17.9,2.151,#N/A,#N/A,-1352499083
5/28/2019,2.384,0.9143,0.89605,2802.39,17.5,2.157,140725,-23727,-2947972779
5/27/2019,2.406,0.9131,0.893,#N/A,#N/A,#N/A,#N/A,#N/A,333864066
5/24/2019,2.402,0.91485,0.8925,2826.06,15.85,2.179,#N/A,#N/A,-1127037841
5/23/2019,2.396,0.91235,0.89445,2822.24,16.92,2.162,#N/A,#N/A,1738690742
5/22/2019,2.461,0.90615,0.89665,2856.27,14.75,2.232,#N/A,#N/A,-1921808955
5/21/2019,2.47,0.90495,0.896,2864.36,14.95,2.243,142101,-28549,2841789136
5/20/2019,2.45,0.90855,0.8952,2840.23,16.31,2.217,#N/A,#N/A,948129360.1
5/17/2019,2.433,0.9084,0.8961,2859.53,15.96,2.202,#N/A,#N/A,-761732174.8
5/16/2019,2.442,0.9103,0.89495,2876.32,15.29,2.205,#N/A,#N/A,2018690601
5/15/2019,2.423,0.91245,0.8927,2850.96,16.44,2.187,#N/A,#N/A,1193345244
5/14/2019,2.439,0.91235,0.8919,2834.41,18.06,2.204,144659,-25571,1476758634
5/13/2019,2.439,0.91485,0.89095,2811.87,20.55,2.198,#N/A,#N/A,1254930818
5/10/2019,2.5,0.90955,0.89005,2881.4,16.04,2.266,#N/A,#N/A,3896903559
5/9/2019,2.505,0.91085,0.89155,2870.72,19.1,2.269,#N/A,#N/A,-1125284561
5/8/2019,2.526,0.90825,0.89355,2879.42,19.4,2.293,#N/A,#N/A,803499296
5/7/2019,2.524,0.907,0.8936,2884.05,19.32,2.284,154006,-17027,-3562387678
5/6/2019,2.54,0.90275,0.89295,2932.47,15.44,2.3,#N/A,#N/A,355253914.9
5/3/2019,2.561,0.90005,0.8927,2945.64,12.87,2.325,#N/A,#N/A,2946318268
5/2/2019,2.569,0.89675,0.8946,2917.52,14.42,2.326,#N/A,#N/A,-2934032608
5/1/2019,2.548,0.8978,0.89315,2923.73,14.8,2.302,#N/A,#N/A,-2883040277
4/30/2019,2.528,0.89735,0.89165,2945.83,13.12,2.281,160452,-17425,1241665085
4/29/2019,2.54,0.8957,0.89395,2943.03,13.11,2.29,#N/A,#N/A,420271410.2
4/26/2019,2.536,0.8961,0.89695,2939.88,12.73,2.284,#N/A,#N/A,4401567610
4/25/2019,2.562,0.8958,0.8983,2926.17,13.25,2.314,#N/A,#N/A,-1168234512
4/24/2019,2.547,0.8914,0.89655,2927.25,13.14,2.296,#N/A,#N/A,-1814356730
4/23/2019,2.571,0.89395,0.8906,2933.68,12.28,2.324,162043,-24292,4124692656
4/22/2019,2.581,0.8934,0.8881,2907.97,12.42,2.341,#N/A,#N/A,2085075040
4/19/2019,2.599,0.8935,0.889,#N/A,#N/A,2.356,#N/A,#N/A,#N/A
4/18/2019,2.599,0.89305,0.8904,2905.03,12.09,2.357,#N/A,#N/A,563353180.6
4/17/2019,2.606,0.89235,0.8852,2900.45,12.6,2.361,#N/A,#N/A,-3746218717
4/16/2019,2.613,0.8928,0.88645,2907.06,12.18,2.36,166758,-33596,383743790.5
4/15/2019,2.606,0.89255,0.8842,2905.58,12.32,2.36,#N/A,#N/A,-656984860.5
4/12/2019,2.606,0.89265,0.8848,2907.41,12.01,2.358,#N/A,#N/A,4816829536
4/11/2019,2.58,0.89555,0.8887,2888.32,13.02,2.34,#N/A,#N/A,298052184.3
4/10/2019,2.567,0.9008,0.88705,2888.21,13.3,2.322,#N/A,#N/A,2299013274
4/9/2019,2.566,0.8997,0.8879,2878.2,14.28,2.329,158681,-32227,-934852202.7
4/8/2019,2.579,0.897,0.88805,2895.77,13.18,2.342,#N/A,#N/A,1889149009
4/5/2019,2.579,0.89495,0.89155,2892.74,12.82,2.333,#N/A,#N/A,2765149216
4/4/2019,2.573,0.89555,0.8912,2879.39,13.58,2.323,#N/A,#N/A,-10161769.82
4/3/2019,2.578,0.897,0.89015,2873.4,13.74,2.319,#N/A,#N/A,759808576.7
4/2/2019,2.568,0.89825,0.89245,2867.24,13.36,2.302,154709,-33265,-2534323982
4/1/2019,2.573,0.898,0.8918,2867.19,13.4,2.315,#N/A,#N/A,3713701052
3/29/2019,2.543,0.9021,0.8914,2834.4,13.71,2.286,#N/A,#N/A,-1201033018
3/28/2019,2.522,0.9039,0.8905,2815.44,14.43,2.261,#N/A,#N/A,1155612513
3/27/2019,2.515,0.90485,0.88935,2805.37,15.15,2.248,#N/A,#N/A,-1917306865
3/26/2019,2.535,0.9039,0.88765,2818.46,14.68,2.289,152457,-24658,875469785.8
3/25/2019,2.522,0.9094,0.88395,2798.36,16.33,2.268,#N/A,#N/A,-1772438025
3/22/2019,2.571,0.9097,0.88385,2800.71,16.48,2.315,#N/A,#N/A,-3101066913
3/21/2019,2.624,0.9024,0.8792,2854.88,13.63,2.368,#N/A,#N/A,6332058581
3/20/2019,2.629,0.9034,0.87615,2824.23,13.91,2.368,#N/A,#N/A,-540515090.5
3/19/2019,2.65,0.8978,0.8809,2832.57,13.56,2.386,152803,-36712,2479713910
3/18/2019,2.658,0.89745,0.8821,2832.94,13.1,2.38,#N/A,#N/A,3171762744
3/15/2019,2.651,0.89715,0.88295,2822.48,12.88,2.376,#N/A,#N/A,5068482753
3/14/2019,2.653,0.89515,0.88465,2808.48,13.5,2.388,#N/A,#N/A,-2382722373
3/13/2019,2.648,0.89955,0.8829,2810.92,13.41,2.387,#N/A,#N/A,4371716459
3/12/2019,2.646,0.89795,0.8859,2791.52,13.77,2.386,136779,-26940,588277215.6
3/11/2019,2.666,0.89915,0.8889,2783.3,14.33,2.407,#N/A,#N/A,6711968986
3/8/2019,2.658,0.89955,0.8896,2743.07,16.05,2.404,#N/A,#N/A,-757994492.7
3/7/2019,2.661,0.8961,0.89335,2748.93,16.59,2.406,#N/A,#N/A,-7973057665
3/6/2019,2.674,0.89475,0.88445,2771.45,15.74,2.424,#N/A,#N/A,-5175119922
3/5/2019,2.686,0.8937,0.88435,2789.65,14.74,2.435,127965,-30691,-1250199137
3/4/2019,2.675,0.8949,0.8819,2792.81,14.63,2.429,#N/A,#N/A,-2306365992
3/1/2019,2.677,0.89355,0.879,2803.69,13.57,2.44,#N/A,#N/A,2956879450
2/28/2019,2.668,0.8978,0.87945,2784.49,14.78,2.419,#N/A,#N/A,-1167616895
2/27/2019,2.659,0.90095,0.87955,2792.38,14.7,2.409,#N/A,#N/A,2752055377
2/26/2019,2.646,0.9043,0.8774,2793.9,15.17,2.403,126100,-33382,-162563562.7
2/25/2019,2.663,0.90035,0.88035,2796.11,14.85,2.412,#N/A,#N/A,242559976.9
2/22/2019,2.66,0.9034,0.8816,2792.67,13.51,2.409,#N/A,#N/A,1317859367
2/21/2019,2.672,0.90325,0.88215,2774.88,14.46,2.425,#N/A,#N/A,297596801.1
2/20/2019,2.664,0.9021,0.88205,2784.7,14.02,2.407,#N/A,#N/A,1711090535
2/19/2019,2.67,0.90395,0.88175,2779.76,14.88,2.415,107445,-30472,3282769753
2/18/2019,2.679,0.904,0.8841,#N/A,#N/A,#N/A,#N/A,#N/A,-468980000.5
2/15/2019,2.7,0.90535,0.8854,2775.6,14.91,2.422,#N/A,#N/A,5244215096
2/14/2019,2.699,0.90515,0.8853,2745.73,16.22,2.413,#N/A,#N/A,-53756767.48
2/13/2019,2.712,0.90085,0.888,2753.03,15.65,2.434,#N/A,#N/A,-14884686.74
2/12/2019,2.701,0.9051,0.88295,2744.73,15.43,2.419,109172,-24760,4358652234
2/11/2019,2.692,0.906,0.88685,2709.8,15.97,2.413,#N/A,#N/A,77188497.33
2/8/2019,2.688,0.9113,0.8826,2707.88,15.72,2.406,#N/A,#N/A,3987698156
2/7/2019,2.711,0.9106,0.8813,2706.05,16.37,2.416,#N/A,#N/A,468198550.5
2/6/2019,2.734,0.90935,0.88015,2731.61,15.38,2.435,#N/A,#N/A,-703298756
2/5/2019,2.727,0.90935,0.8761,2737.7,15.57,2.428,116557,-28839,2028591583
2/4/2019,2.726,0.91,0.8742,2724.87,15.73,2.436,#N/A,#N/A,2038892844
2/1/2019,2.714,0.9133,0.87295,2706.53,16.14,2.422,#N/A,#N/A,-166323559.7
1/31/2019,2.693,0.9184,0.8736,2704.1,16.57,2.405,#N/A,#N/A,1822311710
1/30/2019,2.728,0.91715,0.8712,2681.05,17.66,2.434,#N/A,#N/A,2628957838
1/29/2019,2.757,0.9141,0.87475,2640,19.13,2.46,123517,-9389,1552110177
1/28/2019,2.764,0.9145,0.87515,2643.85,18.87,2.465,#N/A,#N/A,-1175269671
1/25/2019,2.774,0.9128,0.87665,2664.76,17.42,2.475,#N/A,#N/A,1554550136
1/24/2019,2.769,0.91205,0.8845,2642.33,18.89,2.455,#N/A,#N/A,1005795432
1/23/2019,2.778,0.9124,0.87865,2638.7,19.52,2.461,#N/A,#N/A,-251169340.3
1/22/2019,2.777,0.9143,0.88035,2632.9,20.8,2.458,126047,-16365,1362067736
1/21/2019,2.79,0.9118,0.8798,#N/A,#N/A,#N/A,#N/A,#N/A,3917650.604
1/18/2019,2.789,0.91095,0.88005,2670.71,17.8,2.48,#N/A,#N/A,3626714884
1/17/2019,2.773,0.9154,0.8776,2635.96,18.06,2.456,#N/A,#N/A,2004714229
1/16/2019,2.76,0.91665,0.8772,2616.1,19.04,2.441,#N/A,#N/A,707370306.1
1/15/2019,2.758,0.9202,0.87615,2610.3,18.6,2.448,126447,-17814,2559008112
1/14/2019,2.763,0.92455,0.87135,2582.61,19.07,2.447,#N/A,#N/A,122682567.5
1/11/2019,2.769,0.9212,0.87195,2596.26,18.19,2.456,#N/A,#N/A,-802231172.8
1/10/2019,2.779,0.9223,0.86955,2596.64,19.5,2.466,#N/A,#N/A,1770529587
1/9/2019,2.774,0.9245,0.8664,2584.96,19.98,2.454,#N/A,#N/A,-924374337.7
1/8/2019,2.779,0.9196,0.87395,2574.41,20.47,2.471,126914,-7170,995418392.3
1/7/2019,2.758,0.91985,0.8714,2549.69,21.4,2.432,#N/A,#N/A,377220234.9
1/4/2019,2.753,0.9214,0.87755,2531.94,21.38,2.42,#N/A,#N/A,3409105176
1/3/2019,2.692,0.9288,0.87765,2447.89,25.45,2.357,#N/A,#N/A,-3536684538
1/2/2019,2.762,0.91845,0.88155,2510.03,23.22,2.436,#N/A,#N/A,175656369.6
1/1/2019,2.759,0.9114,0.87225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/31/2018,2.759,0.9126,0.8718,2506.85,25.42,2.433,120241,4258,-498977667.4
12/28/2018,2.757,0.9068,0.8739,2485.74,28.34,2.44,#N/A,#N/A,2423060522
12/27/2018,2.776,0.90085,0.87485,2488.83,29.96,2.454,#N/A,#N/A,2500444331
12/26/2018,2.81,0.89795,0.88085,2467.7,30.41,2.48,#N/A,#N/A,3199994399
12/25/2018,2.786,0.90675,0.8801,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/24/2018,2.786,0.9054,0.87725,2351.1,36.07,2.463,102692,31777,-624910916.9
12/21/2018,2.829,0.8991,0.87935,2416.62,30.11,2.49,#N/A,#N/A,323515577.3
12/20/2018,2.849,0.8986,0.87365,2467.42,28.38,2.511,#N/A,#N/A,-5226632951
12/19/2018,2.824,0.88905,0.87895,2506.96,25.58,2.512,#N/A,#N/A,-1198488592
12/18/2018,2.803,0.8887,0.88015,2546.16,25.58,2.475,63944,17433,-2062638413
12/17/2018,2.84,0.88625,0.88125,2545.94,24.52,2.5,#N/A,#N/A,2606438594
12/14/2018,2.87,0.88195,0.8842,2599.95,21.63,2.535,#N/A,#N/A,-1078161695
12/13/2018,2.878,0.88,0.88,2650.54,20.65,2.543,#N/A,#N/A,-1191130789
12/12/2018,2.878,0.8827,0.87965,2651.07,21.46,2.544,#N/A,#N/A,-2236397344
12/11/2018,2.87,0.882,0.8836,2636.78,21.76,2.522,64959,4098,-744201712.8
12/10/2018,2.851,0.88225,0.88055,2637.72,22.64,2.492,#N/A,#N/A,-276597326.6
12/7/2018,2.864,0.88705,0.87885,2633.08,23.23,2.51,#N/A,#N/A,-1590963266
12/6/2018,2.897,0.8875,0.8791,2695.95,21.19,2.528,#N/A,#N/A,2226241726
12/5/2018,2.913,0.88345,0.88145,#N/A,#N/A,2.56,#N/A,#N/A,1045566625
12/4/2018,2.903,0.88665,0.8814,2700.06,20.74,2.56,85934,-15393,-148510379.4
12/3/2018,2.928,0.8798,0.88075,2790.37,16.44,2.583,#N/A,#N/A,1950182190
11/30/2018,2.905,0.88125,0.88365,2760.17,18.07,2.56,#N/A,#N/A,1174844201
11/29/2018,2.905,0.88115,0.87775,2737.76,18.79,2.559,#N/A,#N/A,773483684.5
11/28/2018,2.898,0.87965,0.87975,2743.79,18.49,2.57,#N/A,#N/A,2610753118
11/27/2018,2.914,0.8789,0.88585,2682.17,19.02,2.582,73887,-6065,1686483592
11/26/2018,2.927,0.88035,0.88275,2673.45,18.9,2.573,#N/A,#N/A,901130840.7
11/23/2018,2.898,0.88535,0.8817,2632.56,21.52,2.564,#N/A,#N/A,-272311595.2
11/22/2018,2.899,0.88535,0.8766,#N/A,#N/A,2.563,#N/A,#N/A,-700607188.2
11/21/2018,2.894,0.8845,0.87835,2649.93,20.8,2.566,#N/A,#N/A,534165663.7
11/20/2018,2.882,0.8868,0.87945,2641.89,22.48,2.564,73139,-7304,-2485666324
11/19/2018,2.872,0.88845,0.87315,2690.73,20.1,2.551,#N/A,#N/A,1232427224
11/16/2018,2.89,0.88625,0.87565,2736.27,18.14,2.556,#N/A,#N/A,5000823705
11/15/2018,2.922,0.88,0.88275,2730.2,19.98,2.583,#N/A,#N/A,5808402564
11/14/2018,2.915,0.8801,0.88415,2701.58,21.25,2.582,#N/A,#N/A,-225615823.3
11/13/2018,2.921,0.87865,0.88565,2722.18,20.02,2.604,80631,-22234,-2109302171
11/12/2018,2.928,0.87845,0.8914,2726.22,20.45,2.603,#N/A,#N/A,-181739563
11/9/2018,2.952,0.8785,0.88215,2781.01,17.36,2.626,#N/A,#N/A,1339961903
11/8/2018,2.97,0.8767,0.88,2806.83,16.72,2.638,#N/A,#N/A,-1426577710
11/7/2018,2.957,0.88085,0.8752,2813.89,16.36,2.627,#N/A,#N/A,1738687764
11/6/2018,2.933,0.88155,0.87515,2755.45,19.91,2.61,64615,-14611,2476762423
11/5/2018,2.924,0.8834,0.87665,2738.31,19.96,2.595,#N/A,#N/A,313204496.3
11/2/2018,2.937,0.88335,0.87815,2723.06,19.51,2.597,#N/A,#N/A,-2316445433
11/1/2018,2.907,0.8873,0.8765,2740.37,19.34,2.568,#N/A,#N/A,-1604760702
10/31/2018,2.904,0.8854,0.88405,2711.74,21.23,2.578,#N/A,#N/A,-2789537166
10/30/2018,2.885,0.8842,0.88145,2682.63,23.35,2.56,55747,1321,3149007630
10/29/2018,2.867,0.8899,0.87935,2641.25,24.7,2.546,#N/A,#N/A,-2179202456
10/26/2018,2.866,0.8937,0.87675,2658.69,24.16,2.539,#N/A,#N/A,-3674306864
10/25/2018,2.888,0.88955,0.8791,2705.57,24.22,2.557,#N/A,#N/A,-568974759.8
10/24/2018,2.877,0.8908,0.8778,2656.1,25.23,2.532,#N/A,#N/A,-4612661773
10/23/2018,2.877,0.88935,0.87165,2740.69,20.71,2.559,72066,-7433,-1513254572
10/22/2018,2.888,0.8863,0.87225,2755.88,19.64,2.584,#N/A,#N/A,-3096716551
10/19/2018,2.901,0.8885,0.8685,2767.78,19.89,2.581,#N/A,#N/A,573047650.5
10/18/2018,2.888,0.8913,0.87315,2768.78,20.06,2.562,#N/A,#N/A,295958162.1
10/17/2018,2.851,0.88775,0.86945,2809.21,17.4,2.566,#N/A,#N/A,-74549924.94
10/16/2018,2.845,0.89085,0.864,2809.92,17.62,2.545,87787,-3995,3744322967
10/15/2018,2.836,0.89465,0.86365,2750.79,21.3,2.546,#N/A,#N/A,-2001179755
10/12/2018,2.825,0.8912,0.86485,2767.13,21.31,2.548,#N/A,#N/A,13933779.09
10/11/2018,2.82,0.89155,0.8625,2728.37,24.98,2.534,#N/A,#N/A,799157265.8
10/10/2018,2.825,0.89065,0.86805,2785.68,22.96,2.538,#N/A,#N/A,-5574055977
10/9/2018,2.826,0.8853,0.8703,2880.34,15.95,2.551,131991,-32032,-27503819.69
10/8/2018,2.817,0.88315,0.87015,2884.43,15.69,2.554,#N/A,#N/A,1512282031
10/5/2018,2.815,0.87935,0.86775,2885.57,14.82,2.554,#N/A,#N/A,-50934786.65
10/4/2018,2.815,0.8778,0.86845,2901.61,14.22,2.549,#N/A,#N/A,-3238029403
10/3/2018,2.8,0.8731,0.87125,2925.51,11.61,2.529,#N/A,#N/A,-136991143.9
10/2/2018,2.787,0.87975,0.86595,2923.43,12.05,2.506,153520,-42575,-1984854474
10/1/2018,2.787,0.8778,0.86375,2924.59,12,2.511,#N/A,#N/A,-1635255034
9/28/2018,2.785,0.87955,0.8614,2913.98,12.12,2.499,#N/A,#N/A,-2267233154
9/27/2018,2.792,0.882,0.859,2914,12.41,2.504,#N/A,#N/A,44584898.46
9/26/2018,2.788,0.8871,0.85185,2905.97,12.89,2.497,#N/A,#N/A,-2351573264
9/25/2018,2.787,0.88515,0.84945,2915.56,12.42,2.497,154224,-49689,172596414.2
9/24/2018,2.77,0.8865,0.85125,2919.37,12.2,2.488,#N/A,#N/A,-382640059
9/21/2018,2.767,0.8883,0.85105,2929.67,11.68,2.486,#N/A,#N/A,-2527879420
9/20/2018,2.777,0.8889,0.84915,2930.75,11.8,2.495,#N/A,#N/A,5876598910
9/19/2018,2.757,0.8906,0.8567,2907.95,11.75,2.492,#N/A,#N/A,-1432447439
9/18/2018,2.738,0.89,0.85705,2904.31,12.79,2.49,132961,-42015,4872079642
9/17/2018,2.733,0.8941,0.8559,2888.8,13.68,2.47,#N/A,#N/A,-2475962759
9/14/2018,2.743,0.8924,0.8598,2904.98,12.07,2.474,#N/A,#N/A,2597965104
9/13/2018,2.73,0.89345,0.85545,2904.18,12.37,2.463,#N/A,#N/A,5676280645
9/12/2018,2.729,0.89875,0.86015,2888.92,13.14,2.452,#N/A,#N/A,1806341720
9/11/2018,2.737,0.8958,0.86155,2887.89,13.22,2.448,121059,-41593,3065473606
9/10/2018,2.716,0.8999,0.86255,2877.13,14.16,2.428,#N/A,#N/A,417783753.8
9/7/2018,2.715,0.9003,0.86555,2871.68,14.88,2.431,#N/A,#N/A,245513351.5
9/6/2018,2.664,0.9029,0.86045,2878.05,14.65,2.395,#N/A,#N/A,-3323444068
9/5/2018,2.672,0.8966,0.85985,2888.6,13.91,2.4,#N/A,#N/A,-931942928.5
9/4/2018,2.675,0.8972,0.8634,2896.72,13.16,2.392,116924,-42359,407446405
9/3/2018,2.664,0.90025,0.8603,#N/A,#N/A,2.404,#N/A,#N/A,-441718894.3
8/31/2018,2.66,0.90045,0.86185,2901.52,12.86,2.38,#N/A,#N/A,-553194680
8/30/2018,2.673,0.901,0.85685,2901.13,13.53,2.385,#N/A,#N/A,-4844813737
8/29/2018,2.667,0.8955,0.85415,2914.04,12.25,2.394,#N/A,#N/A,5276099520
8/28/2018,2.667,0.8993,0.85505,2897.52,12.5,2.387,106592,-30616,776731224.7
8/27/2018,2.657,0.90025,0.8563,2896.74,12.16,2.373,#N/A,#N/A,4520384078
8/24/2018,2.64,0.8989,0.86045,2874.69,11.99,2.36,#N/A,#N/A,6008953506
8/23/2018,2.63,0.8985,0.8666,2856.98,12.41,2.358,#N/A,#N/A,-1322217833
8/22/2018,2.623,0.9045,0.8623,2861.82,12.25,2.336,#N/A,#N/A,868496375.6
8/21/2018,2.627,0.9066,0.86425,2862.96,12.86,2.339,88508,-30803,739390120.4
8/20/2018,2.618,0.9085,0.871,2857.05,12.49,2.33,#N/A,#N/A,633902024.8
8/17/2018,2.643,0.90495,0.87435,2850.13,12.64,2.343,#N/A,#N/A,2359313615
8/16/2018,2.648,0.90175,0.87895,2840.69,13.45,2.34,#N/A,#N/A,5196773836
8/15/2018,2.63,0.903,0.88145,2818.37,14.64,2.33,#N/A,#N/A,-4390824812
8/14/2018,2.639,0.89965,0.88155,2839.96,13.31,2.337,85605,-21029,1172027992
8/13/2018,2.617,0.9031,0.8765,2821.93,14.78,2.321,#N/A,#N/A,-3424077391
8/10/2018,2.617,0.9014,0.87635,2833.28,13.16,2.312,#N/A,#N/A,-3579609535
8/9/2018,2.653,0.9002,0.86755,2853.58,11.27,2.339,#N/A,#N/A,-2711931413
8/8/2018,2.67,0.901,0.86125,2857.7,10.85,2.347,#N/A,#N/A,-1725554690
8/7/2018,2.677,0.8978,0.86215,2858.45,10.93,2.349,91146,-23904,4004015198
8/6/2018,2.671,0.89765,0.86555,2850.4,11.27,2.336,#N/A,#N/A,2544366319
8/3/2018,2.67,0.89875,0.8645,2840.35,11.64,2.333,#N/A,#N/A,2062368370
8/2/2018,2.676,0.89565,0.86325,2827.22,12.19,2.338,#N/A,#N/A,2279197120
8/1/2018,2.684,0.89505,0.85765,2813.36,13.15,2.34,#N/A,#N/A,-1221397864
7/31/2018,2.678,0.89385,0.85535,2816.29,12.83,2.335,84286,-15446,3839657481
7/30/2018,2.67,0.90035,0.85425,2802.6,14.26,2.338,#N/A,#N/A,-1920422766
7/27/2018,2.666,0.90055,0.85785,2818.82,13.03,2.332,#N/A,#N/A,-1873401013
7/26/2018,2.666,0.89905,0.8589,2837.44,12.14,2.335,#N/A,#N/A,1716316996
7/25/2018,2.647,0.9011,0.85265,2846.07,12.29,2.321,#N/A,#N/A,9845961763
7/24/2018,2.647,0.8993,0.85575,2820.4,12.41,2.308,90977,-25728,2849393538
7/23/2018,2.652,0.8981,0.85525,2806.98,12.62,2.315,#N/A,#N/A,3120566154
7/20/2018,2.642,0.89755,0.85325,2801.83,12.86,2.294,#N/A,#N/A,-1691323022
7/19/2018,2.647,0.88915,0.85885,2804.49,12.87,2.29,#N/A,#N/A,-3002302535
7/18/2018,2.654,0.88595,0.85925,2815.62,12.1,2.293,#N/A,#N/A,2078519419
7/17/2018,2.653,0.88585,0.85755,2809.55,12.06,2.294,94621,-26014,7050232228
7/16/2018,2.641,0.8905,0.85395,2798.43,12.83,2.26,#N/A,#N/A,-818885831.9
7/13/2018,2.631,0.8899,0.85575,2801.31,12.18,2.261,#N/A,#N/A,1274102989
7/12/2018,2.645,0.8884,0.8567,2798.29,12.58,2.263,#N/A,#N/A,2269085442
